bam_file_list	vcf_list	sample_explanation_pop_explanation	groups	altitud
./bam/TbTp2014_02:CABV0ANXX:3:508510.sort.bam	TbTp2014_02:CABV0ANXX:3:508510	TbTp201402_TbTp2014	Zpr>2000	982
./bam/TbTp2014_03:CABV0ANXX:3:508511.sort.bam	TbTp2014_03:CABV0ANXX:3:508511	TbTp201403_TbTp2014	Zpr>2000	982
./bam/TbTp2015_01:CABV0ANXX:3:508499.sort.bam	TbTp2015_01:CABV0ANXX:3:508499	TbTp201501_TbTp2015	Zpr>2000	1071
./bam/TbTp2015_02:CABV0ANXX:3:508500.sort.bam	TbTp2015_02:CABV0ANXX:3:508500	TbTp201502_TbTp2015	Zpr>2000	1071
./bam/TbTp2015_03:CABV0ANXX:3:508501.sort.bam	TbTp2015_03:CABV0ANXX:3:508501	TbTp201503_TbTp2015	Zpr>2000	1071
./bam/TbTp2015_04:CABV0ANXX:3:508502.sort.bam	TbTp2015_04:CABV0ANXX:3:508502	TbTp201504_TbTp2015	Zpr>2000	1071
./bam/TbTp2015_05:CABV0ANXX:3:508503.sort.bam	TbTp2015_05:CABV0ANXX:3:508503	TbTp201505_TbTp2015	Zpr>2000	1071
./bam/VaNa1943_01:CABV0ANXX:1:508376.sort.bam	VaNa1943_01:CABV0ANXX:1:508376	VaNa194301_VaNa1943	LR<1960	298
./bam/VaNa1943_02:CABV0ANXX:1:508377.sort.bam	VaNa1943_02:CABV0ANXX:1:508377	VaNa194302_VaNa1943	LR<1960	298
./bam/VaNa1943_03:CABV0ANXX:1:508378.sort.bam	VaNa1943_03:CABV0ANXX:1:508378	VaNa194303_VaNa1943	LR<1960	298
./bam/VaNa1943_04:CABV0ANXX:1:508379.sort.bam	VaNa1943_04:CABV0ANXX:1:508379	VaNa194304_VaNa1943	LR<1960	298
./bam/VaNa1943_05:CABV0ANXX:1:508380.sort.bam	VaNa1943_05:CABV0ANXX:1:508380	VaNa194305_VaNa1943	LR<1960	298
./bam/VaNa1943_06:CABV0ANXX:1:508381.sort.bam	VaNa1943_06:CABV0ANXX:1:508381	VaNa194306_VaNa1943	LR<1960	298
./bam/VaNa2015_01:CABV0ANXX:2:508442.sort.bam	VaNa2015_01:CABV0ANXX:2:508442	VaNa201506_VaNa2015	LR>2000	721
./bam/VaNa2015_02:CABV0ANXX:2:508443.sort.bam	VaNa2015_02:CABV0ANXX:2:508443	VaNa201507_VaNa2015	LR>2000	721
./bam/VaNa2015_03:CABV0ANXX:2:508444.sort.bam	VaNa2015_03:CABV0ANXX:2:508444	VaNa201501_VaNa2015	LR>2000	721
./bam/VaNa2015_04:CABV0ANXX:2:508445.sort.bam	VaNa2015_04:CABV0ANXX:2:508445	VaNa201502_VaNa2015	LR>2000	721
./bam/VaNa2015_05:CABV0ANXX:2:508446.sort.bam	VaNa2015_05:CABV0ANXX:2:508446	VaNa201503_VaNa2015	LR>2000	721
./bam/VaNa2015_06:CABV0ANXX:2:508447.sort.bam	VaNa2015_06:CABV0ANXX:2:508447	VaNa201504_VaNa2015	LR>2000	721
./bam/VaNa2015_07:CABV0ANXX:2:508448.sort.bam	VaNa2015_07:CABV0ANXX:2:508448	VaNa201505_VaNa2015	LR>2000	721
./bam/ZmH12015_01:CABV0ANXX:1:508340.sort.bam	ZmH12015_01:CABV0ANXX:1:508340	ZmH1201501_ZmH12015	MV1	1779
./bam/ZmH12015_02:CABV0ANXX:1:508341.sort.bam	ZmH12015_02:CABV0ANXX:1:508341	ZmH1201502_ZmH12015	MV1	1779
./bam/ZmH12015_03:CABV0ANXX:1:508342.sort.bam	ZmH12015_03:CABV0ANXX:1:508342	ZmH1201503_ZmH12015	MV1	1779
./bam/ZmH12015_04:CABV0ANXX:1:508343.sort.bam	ZmH12015_04:CABV0ANXX:1:508343	ZmH1201504_ZmH12015	MV1	1779
./bam/ZmH12015_05:CABV0ANXX:1:508344.sort.bam	ZmH12015_05:CABV0ANXX:1:508344	ZmH1201505_ZmH12015	MV1	1779
./bam/ZmH22015_01:CABV0ANXX:1:508345.sort.bam	ZmH22015_01:CABV0ANXX:1:508345	ZmH2201501_ZmH22015	MV2	1763
./bam/ZmH22015_02:CABV0ANXX:1:508346.sort.bam	ZmH22015_02:CABV0ANXX:1:508346	ZmH2201502_ZmH22015	MV2	1763
./bam/ZmH22015_03:CABV0ANXX:1:508347.sort.bam	ZmH22015_03:CABV0ANXX:1:508347	ZmH2201503_ZmH22015	MV2	1763
./bam/ZmH22015_04:CABV0ANXX:1:508348.sort.bam	ZmH22015_04:CABV0ANXX:1:508348	ZmH2201504_ZmH22015	MV2	1763
./bam/ZmH22015_05:CABV0ANXX:1:508349.sort.bam	ZmH22015_05:CABV0ANXX:1:508349	ZmH2201505_ZmH22015	MV2	1763
./bam/ZmH32015_01:CABV0ANXX:1:508350.sort.bam	ZmH32015_01:CABV0ANXX:1:508350	ZmH3201501_ZmH32015	MV2	1779
./bam/ZmH32015_02:CABV0ANXX:1:508351.sort.bam	ZmH32015_02:CABV0ANXX:1:508351	ZmH3201502_ZmH32015	MV2	1779
./bam/ZmH32015_03:CABV0ANXX:1:508352.sort.bam	ZmH32015_03:CABV0ANXX:1:508352	ZmH3201503_ZmH32015	MV2	1779
./bam/ZmH32015_04:CABV0ANXX:1:508353.sort.bam	ZmH32015_04:CABV0ANXX:1:508353	ZmH3201504_ZmH32015	MV2	1779
./bam/ZmH32015_05:CABV0ANXX:1:508354.sort.bam	ZmH32015_05:CABV0ANXX:1:508354	ZmH3201505_ZmH32015	MV2	1779
./bam/ZmH42015_01:CABV0ANXX:3:508517.sort.bam	ZmH42015_01:CABV0ANXX:3:508517	ZmH4201501_ZmH42015	MV1	1779
./bam/ZmH42015_02:CABV0ANXX:3:508518.sort.bam	ZmH42015_02:CABV0ANXX:3:508518	ZmH4201502_ZmH42015	MV1	1779
./bam/ZmH42015_03:CABV0ANXX:3:508519.sort.bam	ZmH42015_03:CABV0ANXX:3:508519	ZmH4201503_ZmH42015	MV1	1779
./bam/ZmH42015_04:CABV0ANXX:3:508520.sort.bam	ZmH42015_04:CABV0ANXX:3:508520	ZmH4201504_ZmH42015	MV1	1779
./bam/ZmH42015_05:CABV0ANXX:3:508521.sort.bam	ZmH42015_05:CABV0ANXX:3:508521	ZmH4201505_ZmH42015	MV1	1779
./bam/ZmNa1944_02:CABV0ANXX:2:508397.sort.bam	ZmNa1944_02:CABV0ANXX:2:508397	ZmNa194403_ZmNa1944	LR<1960	1645
./bam/ZmNa1944_04:CABV0ANXX:2:508399.sort.bam	ZmNa1944_04:CABV0ANXX:2:508399	ZmNa194404_ZmNa1944	LR<1960	1645
./bam/ZmNa1944_05:CABV0ANXX:2:508403.sort.bam	ZmNa1944_05:CABV0ANXX:2:508403	ZmNa194405_ZmNa1944	LR<1960	1645
./bam/ZmNa1944_06:CABV0ANXX:2:508404.sort.bam	ZmNa1944_06:CABV0ANXX:2:508404	ZmNa194406_ZmNa1944	LR<1960	1645
./bam/ZmNa1952_01:CABV0ANXX:2:508396.sort.bam	ZmNa1952_01:CABV0ANXX:2:508396	MsNa195201_MsNa1952	LR<1960	1885
./bam/ZmNa1952_02:CABV0ANXX:2:508401.sort.bam	ZmNa1952_02:CABV0ANXX:2:508401	MsNa195202_MsNa1952	LR<1960	1885
./bam/ZmNa1952_03:CABV0ANXX:2:508398.sort.bam	ZmNa1952_03:CABV0ANXX:2:508398	ZmNa194407_ZmNa1944	LR<1960	1645
./bam/ZmNa1952_03:CABV0ANXX:2:508402.sort.bam	ZmNa1952_03:CABV0ANXX:2:508402	MsNa195203_MsNa1952	LR<1960	1885
./bam/ZmNa1979_01:CABV0ANXX:2:508393.sort.bam	ZmNa1979_01:CABV0ANXX:2:508393	ZmNa197901_ZmNa1979	LR>1960	1720
./bam/ZmNa1979_02:CABV0ANXX:2:508394.sort.bam	ZmNa1979_02:CABV0ANXX:2:508394	ZmNa197902_ZmNa1979	LR>1960	1720
./bam/ZmNa1979_03:CABV0ANXX:2:508395.sort.bam	ZmNa1979_03:CABV0ANXX:2:508395	ZmNa197903_ZmNa1979	LR>1960	1720
./bam/ZmNa2004_01:CABV0ANXX:1:508388.sort.bam	ZmNa2004_01:CABV0ANXX:1:508388	ZmNa200401_ZmNa2004	LR>2000	1910
./bam/ZmNa2015_01:CABV0ANXX:2:508415.sort.bam	ZmNa2015_01:CABV0ANXX:2:508415	ZmNa201501_ZmNa2015	LR>2000	1848
./bam/ZmNa2015_02:CABV0ANXX:2:508416.sort.bam	ZmNa2015_02:CABV0ANXX:2:508416	ZmNa201502_ZmNa2015	LR>2000	1848
./bam/ZmNa2015_03:CABV0ANXX:2:508417.sort.bam	ZmNa2015_03:CABV0ANXX:2:508417	ZmNa201503_ZmNa2015	LR>2000	1848
./bam/ZmNa2015_04:CABV0ANXX:3:508559.sort.bam	ZmNa2015_04:CABV0ANXX:3:508559	ZmNa201504_ZmNa2015	LR>2000	1848
./bam/ZmNa2015_05:CABV0ANXX:3:508560.sort.bam	ZmNa2015_05:CABV0ANXX:3:508560	ZmNa201505_ZmNa2015	LR>2000	1848
./bam/ZmTm1983_01:CABV0ANXX:3:508562.sort.bam	ZmTm1983_01:CABV0ANXX:3:508562	ZmTm198305_ZmTm1983	Zmx1980	1800
./bam/ZmTm1984_01:CABV0ANXX:2:508392.sort.bam	ZmTm1984_01:CABV0ANXX:2:508392	ZmTm198301_ZmTm1983	Zmx1980	1800
./bam/ZmTm2004_01:CABV0ANXX:1:508318.sort.bam	ZmTm2004_01:CABV0ANXX:1:508318	ZmTm200401_ZmTm2004	Zmx>2000	1916
./bam/ZmTm2004_02:CABV0ANXX:1:508319.sort.bam	ZmTm2004_02:CABV0ANXX:1:508319	ZmTm200402_ZmTm2004	Zmx>2000	1916
./bam/ZmTm2004_03:CABV0ANXX:1:508320.sort.bam	ZmTm2004_03:CABV0ANXX:1:508320	ZmTm200403_ZmTm2004	Zmx>2000	1916
./bam/ZmTm2004_04:CABV0ANXX:1:508321.sort.bam	ZmTm2004_04:CABV0ANXX:1:508321	ZmTm200404_ZmTm2004	Zmx>2000	1916
./bam/ZmTm2004_05:CABV0ANXX:1:508322.sort.bam	ZmTm2004_05:CABV0ANXX:1:508322	ZmTm200405_ZmTm2004	Zmx>2000	1916
./bam/ZmTm2014_01:CABV0ANXX:3:508557.sort.bam	ZmTm2014_01:CABV0ANXX:3:508557	ZmTm201401_ZmTm2014	Zmx>2000	1834
./bam/ZmTm2014_02:CABV0ANXX:3:508558.sort.bam	ZmTm2014_02:CABV0ANXX:3:508558	ZmTm201402_ZmTm2014	Zmx>2000	1834
./bam/ZmTm2015_01:CABV0ANXX:2:508400.sort.bam	ZmTm2015_01:CABV0ANXX:2:508400	ZmTm201501_ZmTm2015	Zmx>2000	1820
./bam/ZmTm2015_02:CABV0ANXX:2:508405.sort.bam	ZmTm2015_02:CABV0ANXX:2:508405	ZmTm201502_ZmTm2015	Zmx>2000	1820
./bam/ZmTm2015_03:CABV0ANXX:2:508406.sort.bam	ZmTm2015_03:CABV0ANXX:2:508406	ZmTm201503_ZmTm2015	Zmx>2000	1820
./bam/ZmTm2015_04:CABV0ANXX:2:508407.sort.bam	ZmTm2015_04:CABV0ANXX:2:508407	ZmTm201504_ZmTm2015	Zmx>2000	1820
./bam/ZmTm2015_05:CABV0ANXX:2:508408.sort.bam	ZmTm2015_05:CABV0ANXX:2:508408	ZmTm201505_ZmTm2015	Zmx>2000	1820
./bam/ZmTm2015_06:CABV0ANXX:2:508409.sort.bam	ZmTm2015_06:CABV0ANXX:2:508409	ZmTm201506_ZmTm2015	Zmx>2000	1820
./bam/ZmTm2015_07:CABV0ANXX:2:508410.sort.bam	ZmTm2015_07:CABV0ANXX:2:508410	ZmTm201507_ZmTm2015	Zmx>2000	1820
./bam/ZmTm2015_08:CABV0ANXX:2:508411.sort.bam	ZmTm2015_08:CABV0ANXX:2:508411	ZmTm201508_ZmTm2015	Zmx>2000	1820
./bam/ZmTm2015_09:CABV0ANXX:2:508412.sort.bam	ZmTm2015_09:CABV0ANXX:2:508412	ZmTm201509_ZmTm2015	Zmx>2000	1820
./bam/ZmTm2015_10:CABV0ANXX:2:508413.sort.bam	ZmTm2015_10:CABV0ANXX:2:508413	ZmTm201510_ZmTm2015	Zmx>2000	1820
./bam/ZmTm2015_11:CABV0ANXX:2:508414.sort.bam	ZmTm2015_11:CABV0ANXX:2:508414	ZmTm201511_ZmTm2015	Zmx>2000	1820
